width,length,type,region,model,height-min,height-max,stories,shape,library,tags

# Great Britain France 
Ireland and Netherlands
18.0,20.0,residential,,R2_Library/budovy/bytove/panel_central/panC1_14p.obj,40,,14,SQ,R2
18.0,20.0,residential,,R2_Library/budovy/bytove/panel_central/panC1_8p.obj,22,,8,SQ,R2
18.0,30.0,residential,,R2_Library/budovy/bytove/panel_central/panZ1_10p.obj,25,,10,SQ,R2
18.0,30.0,residential,,R2_Library/budovy/bytove/panel_central/panZ1_12p.obj,34,,12,SQ,R2
18.0,30.0,residential,,R2_Library/budovy/bytove/panel_central/panZ1_14p.obj,40,,14,SQ,R2
18.0,30.0,residential,,R2_Library/budovy/bytove/panel_central/panZ1_8p.obj,22,,8,SQ,R2
12.0,46.0,residential,,R2_Library/budovy/bytove/cinz_5p/cinz5p_46m.obj,14,,5,SQ,R2
12.0,57.0,residential,,R2_Library/budovy/bytove/cinz_5p/cinz5p_57m.obj,14,,5,SQ,R2
12.0,65.0,residential,,R2_Library/budovy/bytove/cinz_5p/cinz5p_65m.obj,14,,5,SQ,R2
12.0,76.0,residential,,R2_Library/budovy/bytove/cinz_5p/cinz5p_76m.obj,14,,5,SQ,R2
12.0,95.0,residential,,R2_Library/budovy/bytove/cinz_5p/cinz5p_95m.obj,14,,5,SQ,R2
12.0,19.0,residential,,R2_Library/budovy/bytove/cinz_5p/cinz5p_kraj-19m.obj,14,,5,SQ,R2
12.0,38.0,residential,,R2_Library/budovy/bytove/cinz_5p/cinz5p_rada-38m.obj,14,,5,SQ,R2
12.0,57.0,residential,,R2_Library/budovy/bytove/cinz_5p/cinz5p_rada-57m.obj,14,,5,SQ,R2
12.0,76.0,residential,,R2_Library/budovy/bytove/cinz_5p/cinz5p_rada-76m.obj,14,,5,SQ,R2
19.0,19.0,residential,,R2_Library/budovy/bytove/cinz_5p/cinz5p_roh-90.obj,14,,5,SQ,R2
12.0,19.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_10p_19m_1s.obj,28,,10,SQ,R2
12.0,37.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_10p_37m_2s.obj,28,,10,SQ,R2
12.0,56.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_10p_56m_3s.obj,28,,10,SQ,R2
12.0,75.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_10p_75m_4s.obj,28,,10,SQ,R2
12.0,19.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_12p_19m_1s.obj,34,,12,SQ,R2
12.0,37.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_12p_37m_2s.obj,34,,12,SQ,R2
12.0,56.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_12p_56m_3s.obj,34,,12,SQ,R2
12.0,75.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_12p_75m_4s.obj,34,,12,SQ,R2
12.0,37.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_4p_37m_2s.obj,10,,4,SQ,R2
12.0,56.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_4p_56m_3s.obj,10,,4,SQ,R2
12.0,19.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_6p_19m_1s.obj,17,,6,SQ,R2
12.0,30.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_6p_30m.obj,17,,6,SQ,R2
12.0,37.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_6p_37m_2s.obj,17,,6,SQ,R2
12.0,48.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_6p_48m.obj,17,,6,SQ,R2
12.0,56.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_6p_56m_3s.obj,17,,6,SQ,R2
12.0,63.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_6p_63m.obj,17,,6,SQ,R2
12.0,75.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_6p_75m_4s.obj,17,,6,SQ,R2
12.0,19.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_8p_19m_1s.obj,22,,8,SQ,R2
12.0,30.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_8p_30m.obj,22,,8,SQ,R2
12.0,37.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_8p_37m_2s.obj,22,,8,SQ,R2
12.0,48.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_8p_48m.obj,22,,8,SQ,R2
12.0,56.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_8p_56m_3s.obj,22,,8,SQ,R2
12.0,63.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_8p_63m.obj,22,,8,SQ,R2
12.0,75.0,residential,,R2_Library/budovy/bytove/panel_12m/panA12_8p_75m_4s.obj,22,,8,SQ,R2
16.0,19.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_10p_19m_1s.obj,30,,10,SQ,R2
16.0,25.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_10p_25m.obj,30,,10,SQ,R2
16.0,37.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_10p_37m_2s.obj,30,,10,SQ,R2
16.0,56.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_10p_56m_3s.obj,30,,10,SQ,R2
16.0,75.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_10p_75m_4s.obj,30,,10,SQ,R2
16.0,19.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_12p_19m_1s.obj,36,,12,SQ,R2
16.0,25.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_12p_25m.obj,36,,12,SQ,R2
16.0,37.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_12p_37m_2s.obj,36,,12,SQ,R2
16.0,56.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_12p_56m_3s.obj,36,,12,SQ,R2
16.0,75.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_12p_75m_4s.obj,36,,12,SQ,R2
16.0,19.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_14p_19m_1s.obj,40,,14,SQ,R2
16.0,25.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_14p_25m.obj,40,,14,SQ,R2
16.0,37.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_14p_37m_2s.obj,40,,14,SQ,R2
16.0,19.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_6p_19m_1s.obj,18,,6,SQ,R2
16.0,37.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_6p_37m_2s.obj,18,,6,SQ,R2
16.0,56.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_6p_56m_3s.obj,18,,6,SQ,R2
16.0,75.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_6p_75m_4s.obj,18,,6,SQ,R2
16.0,19.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_8p_19m_1s.obj,24,,8,SQ,R2
16.0,25.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_8p_25m.obj,24,,8,SQ,R2
16.0,37.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_8p_37m_2s.obj,24,,8,SQ,R2
16.0,56.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_8p_56m_3s.obj,24,,8,SQ,R2
16.0,75.0,residential,,R2_Library/budovy/bytove/panel_16m/panB16_8p_75m_4s.obj,24,,8,SQ,R2
12.0,10.0,residential,,R2_Library/budovy/radove_sekce/radovaVila_12x10a.obj,,,3,SQ,R2
12.0,10.0,residential,,R2_Library/budovy/radove_sekce/radovaVila_12x10b.obj,,,3,SQ,R2
12.0,10.0,residential,,R2_Library/budovy/radove_sekce/radovaVila_12x10c.obj,,,3,SQ,R2
12.0,10.0,residential,,R2_Library/budovy/radove_sekce/radovaVila_12x10d.obj,,,3,SQ,R2
12.0,10.0,residential,,R2_Library/budovy/radove_sekce/radovaVila_12x10e.obj,,,3,SQ,R2
12.0,10.0,residential,,R2_Library/budovy/radove_sekce/radovaVila_12x10f.obj,,,3,SQ,R2
12.0,10.0,residential,,R2_Library/budovy/radove_sekce/radovaVila_12x10g.obj,,,3,SQ,R2
12.0,10.0,residential,,R2_Library/budovy/radove_sekce/radovaVila_12x10h.obj,,,3,SQ,R2
12.0,10.0,residential,,R2_Library/budovy/radove_sekce/radovaVila_12x10i.obj,,,3,SQ,R2
12.0,12.0,residential,,R2_Library/budovy/domky/RD/RD_12x12a.obj,,,1,SQ,R2
12.0,12.0,residential,,R2_Library/budovy/domky/RD/RD_12x12b.obj,,,1,SQ,R2
12.0,12.0,residential,,R2_Library/budovy/domky/RD/RD_12x12c.obj,,,1,SQ,R2
12.0,12.0,residential,,R2_Library/budovy/domky/RD/RD_12x12d.obj,,,1,SQ,R2
12.0,12.0,residential,,R2_Library/budovy/domky/RD/RD_12x12e.obj,,,1,SQ,R2
12.0,12.0,residential,,R2_Library/budovy/domky/RD/RD_12x12f.obj,,,1,SQ,R2
12.0,20.0,residential,,R2_Library/budovy/domky/RD/RD-2x_12x20a.obj,,,1,SQ,R2
12.0,20.0,residential,,R2_Library/budovy/domky/RD/RD-2x_12x20b.obj,,,1,SQ,R2
12.0,20.0,residential,,R2_Library/budovy/domky/RD/RD-2x_12x20c.obj,,,1,SQ,R2
12.0,20.0,residential,,R2_Library/budovy/domky/RD/RD-2x_12x20d.obj,,,1,SQ,R2
12.7,8.0,residential,,objects/houses/EU/R_12.7x8.0_PL_1.obj,,,,SQ,W2XP
12.7,8.0,residential,,objects/houses/EU/R_12.7x8.0_PL_2.obj,,,,SQ,W2XP
11.5,10.0,residential,,objects/houses/EU/R_11.5x10.0_PL_1.obj,,,2,SQ,W2XP
11.5,10.0,residential,,objects/houses/EU/R_11.5x10.0_PL_2.obj,,,2,SQ,W2XP
11.5,9.5,residential,,objects/houses/EU/R_11.5x9.5_PL.obj,,,2,SQ,W2XP
10.0,10.0,residential,,objects/houses/EU/RES_10x10_BLACK1.obj,,,2,SQ,W2XP,Black
10.0,10.0,residential,,objects/houses/EU/RES_10x10_BLACK2.obj,,,2,SQ,W2XP,Black
10.0,10.0,residential,,objects/houses/EU/RES_10x10_BLACK3.obj,,,2,SQ,W2XP,Black
10.0,10.0,residential,,objects/houses/EU/RES_10x10_BLACK4.obj,,,2,SQ,W2XP,Black
10.0,10.0,residential,,objects/houses/EU/RES_10x10_BLACK5.obj,,,2,SQ,W2XP,Black;Old
10.0,10.0,residential,,objects/houses/EU/RES_10x10_BLACK6.obj,,,2,SQ,W2XP,Black;Old
10.0,10.0,residential,,objects/houses/EU/RES_10x10_BROWN1.obj,,,2,SQ,W2XP,Brown
10.0,10.0,residential,,objects/houses/EU/RES_10x10_BROWN2.obj,,,2,SQ,W2XP,Brown
10.0,10.0,residential,,objects/houses/EU/RES_10x10_BROWN3.obj,,,2,SQ,W2XP,Brown
10.0,10.0,residential,,objects/houses/EU/RES_10x10_BROWN4.obj,,,2,SQ,W2XP,Brown
10.0,10.0,residential,,objects/houses/EU/RES_10x10_BROWN5.obj,,,2,SQ,W2XP,Brown;Old
10.0,10.0,residential,,objects/houses/EU/RES_10x10_BROWN6.obj,,,2,SQ,W2XP,Brown;Old
10.0,10.0,residential,,objects/houses/EU/RES_10x10_RED1.obj,,,2,SQ,W2XP,Red
10.0,10.0,residential,,objects/houses/EU/RES_10x10_RED2.obj,,,2,SQ,W2XP,Red
10.0,10.0,residential,,objects/houses/EU/RES_10x10_RED3.obj,,,2,SQ,W2XP,Red
10.0,10.0,residential,,objects/houses/EU/RES_10x10_RED4.obj,,,2,SQ,W2XP,Red
10.0,10.0,residential,,objects/houses/EU/RES_10x10_RED5.obj,,,2,SQ,W2XP,Red;Old
10.0,10.0,residential,,objects/houses/EU/RES_10x10_RED6.obj,,,2,SQ,W2XP,Red;Old
10.0,10.0,residential,,objects/houses/EU/RES_10x10_GREY1.obj,,,2,SQ,W2XP,Grey
10.0,10.0,residential,,objects/houses/EU/RES_10x10_GREY2.obj,,,2,SQ,W2XP,Grey
10.0,10.0,residential,,objects/houses/EU/RES_10x10_GREY3.obj,,,2,SQ,W2XP,Grey
10.0,10.0,residential,,objects/houses/EU/RES_10x10_GREY4.obj,,,2,SQ,W2XP,Grey
10.0,10.0,residential,,objects/houses/EU/RES_10x10_GREY5.obj,,,2,SQ,W2XP,Grey;Old
10.0,10.0,residential,,objects/houses/EU/RES_10x10_GREY6.obj,,,2,SQ,W2XP,Grey;Old
10.0,12.0,residential,,objects/houses/EU/RES_10X12_BLACK1.obj,,,3,SQ,W2XP,Black
10.0,12.0,residential,,objects/houses/EU/RES_10X12_RED1.obj,,,3,SQ,W2XP,Red
10.0,12.0,residential,,objects/houses/EU/RES_10X12_BROWN1.obj,,,3,SQ,W2XP,Brown
10.0,12.0,residential,,objects/houses/EU/RES_10X12_GREY1.obj,,,3,SQ,W2XP,Grey
10.0,12.0,residential,,objects/houses/EU/RES_10X12_BLACK2.obj,,,3,SQ,W2XP,Black
10.0,12.0,residential,,objects/houses/EU/RES_10X12_RED2.obj,,,3,SQ,W2XP,Red
10.0,12.0,residential,,objects/houses/EU/RES_10X12_BROWN2.obj,,,3,SQ,W2XP,Brown
10.0,12.0,residential,,objects/houses/EU/RES_10X12_GREY2.obj,,,3,SQ,W2XP,Grey
5.0,6.0,residential,,objects/Blacky75/New-Black/RES_06x05_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
5.0,6.0,residential,,objects/Blacky75/New-Black/RES_06x05_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
5.0,6.0,residential,,objects/Blacky75/New-Black/RES_06x05_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
5.0,6.0,residential,,objects/Blacky75/New-Black/RES_06x05_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
6.0,6.0,residential,,objects/Blacky75/New-Black/RES_06x06_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
6.0,6.0,residential,,objects/Blacky75/New-Black/RES_06x06_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
6.0,6.0,residential,,objects/Blacky75/New-Black/RES_06x06_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
6.0,6.0,residential,,objects/Blacky75/New-Black/RES_06x06_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
5.0,7.0,residential,,objects/Blacky75/New-Black/RES_07x05_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
5.0,7.0,residential,,objects/Blacky75/New-Black/RES_07x05_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
5.0,7.0,residential,,objects/Blacky75/New-Black/RES_07x05_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
5.0,7.0,residential,,objects/Blacky75/New-Black/RES_07x05_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
6.0,7.0,residential,,objects/Blacky75/New-Black/RES_07x06_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
6.0,7.0,residential,,objects/Blacky75/New-Black/RES_07x06_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
6.0,7.0,residential,,objects/Blacky75/New-Black/RES_07x06_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
6.0,7.0,residential,,objects/Blacky75/New-Black/RES_07x06_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
7.0,7.0,residential,,objects/Blacky75/New-Black/RES_07x07_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
7.0,7.0,residential,,objects/Blacky75/New-Black/RES_07x07_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
7.0,7.0,residential,,objects/Blacky75/New-Black/RES_07x07_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
7.0,7.0,residential,,objects/Blacky75/New-Black/RES_07x07_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
8.0,5.0,residential,,objects/Blacky75/New-Black/RES_08x05_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
8.0,5.0,residential,,objects/Blacky75/New-Black/RES_08x05_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
8.0,5.0,residential,,objects/Blacky75/New-Black/RES_08x05_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
8.0,5.0,residential,,objects/Blacky75/New-Black/RES_08x05_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
8.0,6.0,residential,,objects/Blacky75/New-Black/RES_08x06_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
8.0,6.0,residential,,objects/Blacky75/New-Black/RES_08x06_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
8.0,6.0,residential,,objects/Blacky75/New-Black/RES_08x06_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
8.0,6.0,residential,,objects/Blacky75/New-Black/RES_08x06_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
8.0,7.0,residential,,objects/Blacky75/New-Black/RES_08x07_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
8.0,7.0,residential,,objects/Blacky75/New-Black/RES_08x07_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
8.0,7.0,residential,,objects/Blacky75/New-Black/RES_08x07_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
8.0,7.0,residential,,objects/Blacky75/New-Black/RES_08x07_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
8.0,7.0,residential,,objects/Blacky75/New-Black/RES_08x07_TypeNew_RoofBlack-5.obj,,,2,SQ,Blacky75,black;new
8.0,8.0,residential,,objects/Blacky75/New-Black/RES_08x08_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
8.0,8.0,residential,,objects/Blacky75/New-Black/RES_08x08_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
8.0,8.0,residential,,objects/Blacky75/New-Black/RES_08x08_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
8.0,8.0,residential,,objects/Blacky75/New-Black/RES_08x08_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
9.0,6.0,residential,,objects/Blacky75/New-Black/RES_09x06_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
9.0,6.0,residential,,objects/Blacky75/New-Black/RES_09x06_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
9.0,6.0,residential,,objects/Blacky75/New-Black/RES_09x06_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
9.0,6.0,residential,,objects/Blacky75/New-Black/RES_09x06_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
9.0,7.0,residential,,objects/Blacky75/New-Black/RES_09x07_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
9.0,7.0,residential,,objects/Blacky75/New-Black/RES_09x07_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
9.0,7.0,residential,,objects/Blacky75/New-Black/RES_09x07_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
9.0,7.0,residential,,objects/Blacky75/New-Black/RES_09x07_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
9.0,8.0,residential,,objects/Blacky75/New-Black/RES_09x08_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
9.0,8.0,residential,,objects/Blacky75/New-Black/RES_09x08_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
9.0,8.0,residential,,objects/Blacky75/New-Black/RES_09x08_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
9.0,8.0,residential,,objects/Blacky75/New-Black/RES_09x08_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
9.0,9.0,residential,,objects/Blacky75/New-Black/RES_09x09_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
9.0,9.0,residential,,objects/Blacky75/New-Black/RES_09x09_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
9.0,9.0,residential,,objects/Blacky75/New-Black/RES_09x09_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
9.0,9.0,residential,,objects/Blacky75/New-Black/RES_09x09_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
10.0,6.0,residential,,objects/Blacky75/New-Black/RES_10x06_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
10.0,6.0,residential,,objects/Blacky75/New-Black/RES_10x06_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
10.0,6.0,residential,,objects/Blacky75/New-Black/RES_10x06_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
10.0,6.0,residential,,objects/Blacky75/New-Black/RES_10x06_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
10.0,7.0,residential,,objects/Blacky75/New-Black/RES_10x07_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
10.0,7.0,residential,,objects/Blacky75/New-Black/RES_10x07_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
10.0,7.0,residential,,objects/Blacky75/New-Black/RES_10x07_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
10.0,7.0,residential,,objects/Blacky75/New-Black/RES_10x07_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
10.0,8.0,residential,,objects/Blacky75/New-Black/RES_10x08_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
10.0,8.0,residential,,objects/Blacky75/New-Black/RES_10x08_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
10.0,8.0,residential,,objects/Blacky75/New-Black/RES_10x08_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
10.0,8.0,residential,,objects/Blacky75/New-Black/RES_10x08_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
10.0,9.0,residential,,objects/Blacky75/New-Black/RES_10x09_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
10.0,9.0,residential,,objects/Blacky75/New-Black/RES_10x09_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
10.0,9.0,residential,,objects/Blacky75/New-Black/RES_10x09_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
10.0,9.0,residential,,objects/Blacky75/New-Black/RES_10x09_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
10.0,10.0,residential,,objects/Blacky75/New-Black/RES_10x10_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
10.0,10.0,residential,,objects/Blacky75/New-Black/RES_10x10_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
10.0,10.0,residential,,objects/Blacky75/New-Black/RES_10x10_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
10.0,10.0,residential,,objects/Blacky75/New-Black/RES_10x10_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
11.0,6.0,residential,,objects/Blacky75/New-Black/RES_11x06_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
11.0,6.0,residential,,objects/Blacky75/New-Black/RES_11x06_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
11.0,6.0,residential,,objects/Blacky75/New-Black/RES_11x06_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
11.0,6.0,residential,,objects/Blacky75/New-Black/RES_11x06_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
11.0,7.0,residential,,objects/Blacky75/New-Black/RES_11x07_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
11.0,7.0,residential,,objects/Blacky75/New-Black/RES_11x07_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
11.0,7.0,residential,,objects/Blacky75/New-Black/RES_11x07_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
11.0,7.0,residential,,objects/Blacky75/New-Black/RES_11x07_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
11.0,8.0,residential,,objects/Blacky75/New-Black/RES_11x08_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
11.0,8.0,residential,,objects/Blacky75/New-Black/RES_11x08_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
11.0,8.0,residential,,objects/Blacky75/New-Black/RES_11x08_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
11.0,8.0,residential,,objects/Blacky75/New-Black/RES_11x08_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
11.0,9.0,residential,,objects/Blacky75/New-Black/RES_11x09_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
11.0,9.0,residential,,objects/Blacky75/New-Black/RES_11x09_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
11.0,9.0,residential,,objects/Blacky75/New-Black/RES_11x09_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
11.0,9.0,residential,,objects/Blacky75/New-Black/RES_11x09_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
11.0,10.0,residential,,objects/Blacky75/New-Black/RES_11x10_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
11.0,10.0,residential,,objects/Blacky75/New-Black/RES_11x10_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
11.0,10.0,residential,,objects/Blacky75/New-Black/RES_11x10_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
11.0,10.0,residential,,objects/Blacky75/New-Black/RES_11x10_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
11.0,11.0,residential,,objects/Blacky75/New-Black/RES_11x11_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
11.0,11.0,residential,,objects/Blacky75/New-Black/RES_11x11_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
11.0,11.0,residential,,objects/Blacky75/New-Black/RES_11x11_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
11.0,11.0,residential,,objects/Blacky75/New-Black/RES_11x11_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
12.0,06.0,residential,,objects/Blacky75/New-Black/RES_12x06_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
12.0,06.0,residential,,objects/Blacky75/New-Black/RES_12x06_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
12.0,06.0,residential,,objects/Blacky75/New-Black/RES_12x06_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
12.0,06.0,residential,,objects/Blacky75/New-Black/RES_12x06_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
12.0,07.0,residential,,objects/Blacky75/New-Black/RES_12x07_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
12.0,07.0,residential,,objects/Blacky75/New-Black/RES_12x07_TypeNew_RoofBlack-2.obj,,,2,SQ,Blacky75,black;new
12.0,07.0,residential,,objects/Blacky75/New-Black/RES_12x07_TypeNew_RoofBlack-3.obj,,,2,SQ,Blacky75,black;new
12.0,07.0,residential,,objects/Blacky75/New-Black/RES_12x07_TypeNew_RoofBlack-4.obj,,,2,SQ,Blacky75,black;new
12.0,08.0,residential,,objects/Blacky75/New-Black/RES_12x08_TypeNew_RoofBlack-1.obj,,,2,SQ,Blacky75,black;new
