width,length,type,region,model,height-min,height-max,stories,shape,library,tags

# Great Britain France 
Ireland and Netherlands
11.0,9.0,residential,,objects/Blacky75/New-Red/RES_11x09_TypeNew_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
11.0,9.0,residential,,objects/Blacky75/New-Red/RES_11x09_TypeNew_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
11.0,9.0,residential,,objects/Blacky75/New-Red/RES_11x09_TypeNew_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
11.0,10.0,residential,,objects/Blacky75/New-Red/RES_11x10_TypeNew_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
11.0,10.0,residential,,objects/Blacky75/New-Red/RES_11x10_TypeNew_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
11.0,10.0,residential,,objects/Blacky75/New-Red/RES_11x10_TypeNew_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
11.0,10.0,residential,,objects/Blacky75/New-Red/RES_11x10_TypeNew_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
11.0,11.0,residential,,objects/Blacky75/New-Red/RES_11x11_TypeNew_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
11.0,11.0,residential,,objects/Blacky75/New-Red/RES_11x11_TypeNew_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
11.0,11.0,residential,,objects/Blacky75/New-Red/RES_11x11_TypeNew_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
11.0,11.0,residential,,objects/Blacky75/New-Red/RES_11x11_TypeNew_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
12.0,06.0,residential,,objects/Blacky75/New-Red/RES_12x06_TypeNew_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
12.0,06.0,residential,,objects/Blacky75/New-Red/RES_12x06_TypeNew_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
12.0,06.0,residential,,objects/Blacky75/New-Red/RES_12x06_TypeNew_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
12.0,06.0,residential,,objects/Blacky75/New-Red/RES_12x06_TypeNew_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
12.0,07.0,residential,,objects/Blacky75/New-Red/RES_12x07_TypeNew_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
12.0,07.0,residential,,objects/Blacky75/New-Red/RES_12x07_TypeNew_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
12.0,07.0,residential,,objects/Blacky75/New-Red/RES_12x07_TypeNew_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
12.0,07.0,residential,,objects/Blacky75/New-Red/RES_12x07_TypeNew_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
12.0,08.0,residential,,objects/Blacky75/New-Red/RES_12x08_TypeNew_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
12.0,08.0,residential,,objects/Blacky75/New-Red/RES_12x08_TypeNew_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
12.0,08.0,residential,,objects/Blacky75/New-Red/RES_12x08_TypeNew_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
12.0,08.0,residential,,objects/Blacky75/New-Red/RES_12x08_TypeNew_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
12.0,06.0,residential,,objects/Blacky75/New-Red/RES_12x06_RoofRed_Type1.obj,,,2,SQ,Blacky75,red;new
12.0,06.0,residential,,objects/Blacky75/New-Red/RES_12x06_RoofRed_Type2.obj,,,2,SQ,Blacky75,red;new
12.0,06.0,residential,,objects/Blacky75/New-Red/RES_12x06_RoofRed_Type3.obj,,,2,SQ,Blacky75,red;new
12.0,06.0,residential,,objects/Blacky75/New-Red/RES_12x06_RoofRed_Type4.obj,,,2,SQ,Blacky75,red;new
13.0,06.0,residential,,objects/Blacky75/New-Red/RES_13x06_RoofRed_Type1.obj,,,2,SQ,Blacky75,red;new
13.0,06.0,residential,,objects/Blacky75/New-Red/RES_13x06_RoofRed_Type2.obj,,,2,SQ,Blacky75,red;new
13.0,06.0,residential,,objects/Blacky75/New-Red/RES_13x06_RoofRed_Type3.obj,,,2,SQ,Blacky75,red;new
13.0,06.0,residential,,objects/Blacky75/New-Red/RES_13x06_RoofRed_Type4.obj,,,2,SQ,Blacky75,red;new
14.0,06.0,residential,,objects/Blacky75/New-Red/RES_14x06_RoofRed_Type1.obj,,,2,SQ,Blacky75,red;new
14.0,06.0,residential,,objects/Blacky75/New-Red/RES_14x06_RoofRed_Type2.obj,,,2,SQ,Blacky75,red;new
14.0,06.0,residential,,objects/Blacky75/New-Red/RES_14x06_RoofRed_Type3.obj,,,2,SQ,Blacky75,red;new
14.0,06.0,residential,,objects/Blacky75/New-Red/RES_14x06_RoofRed_Type4.obj,,,2,SQ,Blacky75,red;new
15.0,06.0,residential,,objects/Blacky75/New-Red/RES_15x06_RoofRed_Type1.obj,,,2,SQ,Blacky75,red;new
15.0,06.0,residential,,objects/Blacky75/New-Red/RES_15x06_RoofRed_Type2.obj,,,2,SQ,Blacky75,red;new
15.0,06.0,residential,,objects/Blacky75/New-Red/RES_15x06_RoofRed_Type3.obj,,,2,SQ,Blacky75,red;new
15.0,06.0,residential,,objects/Blacky75/New-Red/RES_15x06_RoofRed_Type4.obj,,,2,SQ,Blacky75,red;new
16.0,06.0,residential,,objects/Blacky75/New-Red/RES_16x06_RoofRed_Type1.obj,,,2,SQ,Blacky75,red;new
16.0,06.0,residential,,objects/Blacky75/New-Red/RES_16x06_RoofRed_Type2.obj,,,2,SQ,Blacky75,red;new
16.0,06.0,residential,,objects/Blacky75/New-Red/RES_16x06_RoofRed_Type3.obj,,,2,SQ,Blacky75,red;new
16.0,06.0,residential,,objects/Blacky75/New-Red/RES_16x06_RoofRed_Type4.obj,,,2,SQ,Blacky75,red;new
17.0,06.0,residential,,objects/Blacky75/New-Red/RES_17x06_RoofRed_Type1.obj,,,2,SQ,Blacky75,red;new
17.0,06.0,residential,,objects/Blacky75/New-Red/RES_17x06_RoofRed_Type2.obj,,,2,SQ,Blacky75,red;new
17.0,06.0,residential,,objects/Blacky75/New-Red/RES_17x06_RoofRed_Type3.obj,,,2,SQ,Blacky75,red;new
17.0,06.0,residential,,objects/Blacky75/New-Red/RES_17x06_RoofRed_Type4.obj,,,2,SQ,Blacky75,red;new
18.0,06.0,residential,,objects/Blacky75/New-Red/RES_18x06_RoofRed_Type1.obj,,,2,SQ,Blacky75,red;new
18.0,06.0,residential,,objects/Blacky75/New-Red/RES_18x06_RoofRed_Type2.obj,,,2,SQ,Blacky75,red;new
18.0,06.0,residential,,objects/Blacky75/New-Red/RES_18x06_RoofRed_Type3.obj,,,2,SQ,Blacky75,red;new
18.0,06.0,residential,,objects/Blacky75/New-Red/RES_18x06_RoofRed_Type4.obj,,,2,SQ,Blacky75,red;new
19.0,06.0,residential,,objects/Blacky75/New-Red/RES_19x06_RoofRed_Type1.obj,,,2,SQ,Blacky75,red;new
19.0,06.0,residential,,objects/Blacky75/New-Red/RES_19x06_RoofRed_Type2.obj,,,2,SQ,Blacky75,red;new
19.0,06.0,residential,,objects/Blacky75/New-Red/RES_19x06_RoofRed_Type3.obj,,,2,SQ,Blacky75,red;new
19.0,06.0,residential,,objects/Blacky75/New-Red/RES_19x06_RoofRed_Type4.obj,,,2,SQ,Blacky75,red;new
20.0,06.0,residential,,objects/Blacky75/New-Red/RES_20x06_RoofRed_Type1.obj,,,2,SQ,Blacky75,red;new
20.0,06.0,residential,,objects/Blacky75/New-Red/RES_20x06_RoofRed_Type2.obj,,,2,SQ,Blacky75,red;new
20.0,06.0,residential,,objects/Blacky75/New-Red/RES_20x06_RoofRed_Type3.obj,,,2,SQ,Blacky75,red;new
20.0,06.0,residential,,objects/Blacky75/New-Red/RES_20x06_RoofRed_Type4.obj,,,2,SQ,Blacky75,red;new
12.0,07.0,residential,,objects/Blacky75/New-Red/RES_12x07_RoofRed_Type1.obj,,,2,SQ,Blacky75,red;new
12.0,07.0,residential,,objects/Blacky75/New-Red/RES_12x07_RoofRed_Type2.obj,,,2,SQ,Blacky75,red;new
12.0,07.0,residential,,objects/Blacky75/New-Red/RES_12x07_RoofRed_Type3.obj,,,2,SQ,Blacky75,red;new
12.0,07.0,residential,,objects/Blacky75/New-Red/RES_12x07_RoofRed_Type4.obj,,,2,SQ,Blacky75,red;new
13.0,07.0,residential,,objects/Blacky75/New-Red/RES_13x07_RoofRed_Type1.obj,,,2,SQ,Blacky75,red;new
13.0,07.0,residential,,objects/Blacky75/New-Red/RES_13x07_RoofRed_Type2.obj,,,2,SQ,Blacky75,red;new
13.0,07.0,residential,,objects/Blacky75/New-Red/RES_13x07_RoofRed_Type3.obj,,,2,SQ,Blacky75,red;new
13.0,07.0,residential,,objects/Blacky75/New-Red/RES_13x07_RoofRed_Type4.obj,,,2,SQ,Blacky75,red;new
14.0,07.0,residential,,objects/Blacky75/New-Red/RES_14x07_RoofRed_Type1.obj,,,2,SQ,Blacky75,red;new
14.0,07.0,residential,,objects/Blacky75/New-Red/RES_14x07_RoofRed_Type2.obj,,,2,SQ,Blacky75,red;new
14.0,07.0,residential,,objects/Blacky75/New-Red/RES_14x07_RoofRed_Type3.obj,,,2,SQ,Blacky75,red;new
14.0,07.0,residential,,objects/Blacky75/New-Red/RES_14x07_RoofRed_Type4.obj,,,2,SQ,Blacky75,red;new
15.0,07.0,residential,,objects/Blacky75/New-Red/RES_15x07_RoofRed_Type1.obj,,,2,SQ,Blacky75,red;new
15.0,07.0,residential,,objects/Blacky75/New-Red/RES_15x07_RoofRed_Type2.obj,,,2,SQ,Blacky75,red;new
15.0,07.0,residential,,objects/Blacky75/New-Red/RES_15x07_RoofRed_Type3.obj,,,2,SQ,Blacky75,red;new
15.0,07.0,residential,,objects/Blacky75/New-Red/RES_15x07_RoofRed_Type4.obj,,,2,SQ,Blacky75,red;new
16.0,07.0,residential,,objects/Blacky75/New-Red/RES_16x07_RoofRed_Type1.obj,,,2,SQ,Blacky75,red;new
16.0,07.0,residential,,objects/Blacky75/New-Red/RES_16x07_RoofRed_Type2.obj,,,2,SQ,Blacky75,red;new
16.0,07.0,residential,,objects/Blacky75/New-Red/RES_16x07_RoofRed_Type3.obj,,,2,SQ,Blacky75,red;new
16.0,07.0,residential,,objects/Blacky75/New-Red/RES_16x07_RoofRed_Type4.obj,,,2,SQ,Blacky75,red;new
17.0,07.0,residential,,objects/Blacky75/New-Red/RES_17x07_RoofRed_Type1.obj,,,2,SQ,Blacky75,red;new
17.0,07.0,residential,,objects/Blacky75/New-Red/RES_17x07_RoofRed_Type2.obj,,,2,SQ,Blacky75,red;new
17.0,07.0,residential,,objects/Blacky75/New-Red/RES_17x07_RoofRed_Type3.obj,,,2,SQ,Blacky75,red;new
17.0,07.0,residential,,objects/Blacky75/New-Red/RES_17x07_RoofRed_Type4.obj,,,2,SQ,Blacky75,red;new
18.0,07.0,residential,,objects/Blacky75/New-Red/RES_18x07_RoofRed_Type1.obj,,,2,SQ,Blacky75,red;new
18.0,07.0,residential,,objects/Blacky75/New-Red/RES_18x07_RoofRed_Type2.obj,,,2,SQ,Blacky75,red;new
18.0,07.0,residential,,objects/Blacky75/New-Red/RES_18x07_RoofRed_Type3.obj,,,2,SQ,Blacky75,red;new
18.0,07.0,residential,,objects/Blacky75/New-Red/RES_18x07_RoofRed_Type4.obj,,,2,SQ,Blacky75,red;new
19.0,07.0,residential,,objects/Blacky75/New-Red/RES_19x07_RoofRed_Type1.obj,,,2,SQ,Blacky75,red;new
19.0,07.0,residential,,objects/Blacky75/New-Red/RES_19x07_RoofRed_Type2.obj,,,2,SQ,Blacky75,red;new
19.0,07.0,residential,,objects/Blacky75/New-Red/RES_19x07_RoofRed_Type3.obj,,,2,SQ,Blacky75,red;new
19.0,07.0,residential,,objects/Blacky75/New-Red/RES_19x07_RoofRed_Type4.obj,,,2,SQ,Blacky75,red;new
20.0,07.0,residential,,objects/Blacky75/New-Red/RES_20x07_RoofRed_Type1.obj,,,2,SQ,Blacky75,red;new
20.0,07.0,residential,,objects/Blacky75/New-Red/RES_20x07_RoofRed_Type2.obj,,,2,SQ,Blacky75,red;new
20.0,07.0,residential,,objects/Blacky75/New-Red/RES_20x07_RoofRed_Type3.obj,,,2,SQ,Blacky75,red;new
20.0,07.0,residential,,objects/Blacky75/New-Red/RES_20x07_RoofRed_Type4.obj,,,2,SQ,Blacky75,red;new
5.0,6.0,residential,,objects/Blacky75/New-Red/RES_06x05_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
5.0,6.0,residential,,objects/Blacky75/New-Red/RES_06x05_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
5.0,6.0,residential,,objects/Blacky75/New-Red/RES_06x05_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
5.0,6.0,residential,,objects/Blacky75/New-Red/RES_06x05_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
6.0,6.0,residential,,objects/Blacky75/New-Red/RES_06x06_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
6.0,6.0,residential,,objects/Blacky75/New-Red/RES_06x06_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
6.0,6.0,residential,,objects/Blacky75/New-Red/RES_06x06_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
6.0,6.0,residential,,objects/Blacky75/New-Red/RES_06x06_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
5.0,7.0,residential,,objects/Blacky75/New-Red/RES_07x05_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
5.0,7.0,residential,,objects/Blacky75/New-Red/RES_07x05_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
5.0,7.0,residential,,objects/Blacky75/New-Red/RES_07x05_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
5.0,7.0,residential,,objects/Blacky75/New-Red/RES_07x05_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
6.0,7.0,residential,,objects/Blacky75/New-Red/RES_07x06_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
6.0,7.0,residential,,objects/Blacky75/New-Red/RES_07x06_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
6.0,7.0,residential,,objects/Blacky75/New-Red/RES_07x06_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
6.0,7.0,residential,,objects/Blacky75/New-Red/RES_07x06_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
7.0,7.0,residential,,objects/Blacky75/New-Red/RES_07x07_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
7.0,7.0,residential,,objects/Blacky75/New-Red/RES_07x07_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
7.0,7.0,residential,,objects/Blacky75/New-Red/RES_07x07_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
7.0,7.0,residential,,objects/Blacky75/New-Red/RES_07x07_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
8.0,5.0,residential,,objects/Blacky75/New-Red/RES_08x05_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
8.0,5.0,residential,,objects/Blacky75/New-Red/RES_08x05_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
8.0,5.0,residential,,objects/Blacky75/New-Red/RES_08x05_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
8.0,5.0,residential,,objects/Blacky75/New-Red/RES_08x05_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
8.0,6.0,residential,,objects/Blacky75/New-Red/RES_08x06_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
8.0,6.0,residential,,objects/Blacky75/New-Red/RES_08x06_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
8.0,6.0,residential,,objects/Blacky75/New-Red/RES_08x06_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
8.0,6.0,residential,,objects/Blacky75/New-Red/RES_08x06_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
8.0,7.0,residential,,objects/Blacky75/New-Red/RES_08x07_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
8.0,7.0,residential,,objects/Blacky75/New-Red/RES_08x07_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
8.0,7.0,residential,,objects/Blacky75/New-Red/RES_08x07_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
8.0,7.0,residential,,objects/Blacky75/New-Red/RES_08x07_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
8.0,7.0,residential,,objects/Blacky75/New-Red/RES_08x07_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
8.0,8.0,residential,,objects/Blacky75/New-Red/RES_08x08_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
8.0,8.0,residential,,objects/Blacky75/New-Red/RES_08x08_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
8.0,8.0,residential,,objects/Blacky75/New-Red/RES_08x08_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
8.0,8.0,residential,,objects/Blacky75/New-Red/RES_08x08_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
9.0,6.0,residential,,objects/Blacky75/New-Red/RES_09x06_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
9.0,6.0,residential,,objects/Blacky75/New-Red/RES_09x06_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
9.0,6.0,residential,,objects/Blacky75/New-Red/RES_09x06_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
9.0,6.0,residential,,objects/Blacky75/New-Red/RES_06x06_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
9.0,7.0,residential,,objects/Blacky75/New-Red/RES_09x07_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
9.0,7.0,residential,,objects/Blacky75/New-Red/RES_09x07_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
9.0,7.0,residential,,objects/Blacky75/New-Red/RES_09x07_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
9.0,7.0,residential,,objects/Blacky75/New-Red/RES_09x07_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
8.0,9.0,residential,,objects/Blacky75/New-Red/RES_09x08_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
8.0,9.0,residential,,objects/Blacky75/New-Red/RES_09x08_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
8.0,9.0,residential,,objects/Blacky75/New-Red/RES_09x08_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
8.0,9.0,residential,,objects/Blacky75/New-Red/RES_09x08_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
9.0,9.0,residential,,objects/Blacky75/New-Red/RES_09x09_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
9.0,9.0,residential,,objects/Blacky75/New-Red/RES_09x09_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
9.0,9.0,residential,,objects/Blacky75/New-Red/RES_09x09_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
9.0,9.0,residential,,objects/Blacky75/New-Red/RES_09x09_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
10.0,6.0,residential,,objects/Blacky75/New-Red/RES_10x06_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
10.0,6.0,residential,,objects/Blacky75/New-Red/RES_10x06_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
10.0,6.0,residential,,objects/Blacky75/New-Red/RES_10x06_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
10.0,6.0,residential,,objects/Blacky75/New-Red/RES_10x06_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
10.0,7.0,residential,,objects/Blacky75/New-Red/RES_10x07_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
10.0,7.0,residential,,objects/Blacky75/New-Red/RES_10x07_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
10.0,7.0,residential,,objects/Blacky75/New-Red/RES_10x07_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
10.0,7.0,residential,,objects/Blacky75/New-Red/RES_10x07_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
10.0,8.0,residential,,objects/Blacky75/New-Red/RES_10x08_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
10.0,8.0,residential,,objects/Blacky75/New-Red/RES_10x08_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
10.0,8.0,residential,,objects/Blacky75/New-Red/RES_10x08_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
10.0,8.0,residential,,objects/Blacky75/New-Red/RES_10x08_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
10.0,9.0,residential,,objects/Blacky75/New-Red/RES_10x09_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
10.0,9.0,residential,,objects/Blacky75/New-Red/RES_10x09_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
10.0,9.0,residential,,objects/Blacky75/New-Red/RES_10x09_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
10.0,9.0,residential,,objects/Blacky75/New-Red/RES_10x09_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
10.0,10.0,residential,,objects/Blacky75/New-Red/RES_10x10_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
10.0,10.0,residential,,objects/Blacky75/New-Red/RES_10x10_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
10.0,10.0,residential,,objects/Blacky75/New-Red/RES_10x10_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
10.0,10.0,residential,,objects/Blacky75/New-Red/RES_10x10_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
11.0,6.0,residential,,objects/Blacky75/New-Red/RES_11x06_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
11.0,6.0,residential,,objects/Blacky75/New-Red/RES_11x06_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
11.0,6.0,residential,,objects/Blacky75/New-Red/RES_11x06_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
11.0,6.0,residential,,objects/Blacky75/New-Red/RES_11x06_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
11.0,7.0,residential,,objects/Blacky75/New-Red/RES_11x07_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
11.0,7.0,residential,,objects/Blacky75/New-Red/RES_11x07_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
11.0,7.0,residential,,objects/Blacky75/New-Red/RES_11x07_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
11.0,7.0,residential,,objects/Blacky75/New-Red/RES_11x07_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
11.0,8.0,residential,,objects/Blacky75/New-Red/RES_11x08_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
11.0,8.0,residential,,objects/Blacky75/New-Red/RES_11x08_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
11.0,8.0,residential,,objects/Blacky75/New-Red/RES_11x08_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
11.0,8.0,residential,,objects/Blacky75/New-Red/RES_11x08_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
11.0,9.0,residential,,objects/Blacky75/New-Red/RES_11x09_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
11.0,9.0,residential,,objects/Blacky75/New-Red/RES_11x09_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
11.0,9.0,residential,,objects/Blacky75/New-Red/RES_11x09_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
11.0,9.0,residential,,objects/Blacky75/New-Red/RES_11x09_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
11.0,10.0,residential,,objects/Blacky75/New-Red/RES_11x10_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
11.0,10.0,residential,,objects/Blacky75/New-Red/RES_11x10_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
11.0,10.0,residential,,objects/Blacky75/New-Red/RES_11x10_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
11.0,10.0,residential,,objects/Blacky75/New-Red/RES_11x10_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
11.0,11.0,residential,,objects/Blacky75/New-Red/RES_11x11_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
11.0,11.0,residential,,objects/Blacky75/New-Red/RES_11x11_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
11.0,11.0,residential,,objects/Blacky75/New-Red/RES_11x11_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
11.0,11.0,residential,,objects/Blacky75/New-Red/RES_11x11_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
12.0,06.0,residential,,objects/Blacky75/New-Red/RES_12x06_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
12.0,06.0,residential,,objects/Blacky75/New-Red/RES_12x06_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
12.0,06.0,residential,,objects/Blacky75/New-Red/RES_12x06_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
12.0,06.0,residential,,objects/Blacky75/New-Red/RES_12x06_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
12.0,07.0,residential,,objects/Blacky75/New-Red/RES_12x07_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
12.0,07.0,residential,,objects/Blacky75/New-Red/RES_12x07_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
12.0,07.0,residential,,objects/Blacky75/New-Red/RES_12x07_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
12.0,07.0,residential,,objects/Blacky75/New-Red/RES_12x07_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
12.0,08.0,residential,,objects/Blacky75/New-Red/RES_12x08_TypeNew1_RoofRed-1.obj,,,2,SQ,Blacky75,red;new
12.0,08.0,residential,,objects/Blacky75/New-Red/RES_12x08_TypeNew1_RoofRed-2.obj,,,2,SQ,Blacky75,red;new
12.0,08.0,residential,,objects/Blacky75/New-Red/RES_12x08_TypeNew1_RoofRed-3.obj,,,2,SQ,Blacky75,red;new
12.0,08.0,residential,,objects/Blacky75/New-Red/RES_12x08_TypeNew1_RoofRed-4.obj,,,2,SQ,Blacky75,red;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S3_Aptm_RoofBlack1.obj,8,10,3,SQ,Blacky75,black;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S3_Aptm_RoofBlack2.obj,8,10,3,SQ,Blacky75,black;new
05.0,06.0,residential,,objects/Blacky75/New-ApptBlack/RES_05x06_S3_Aptm_RoofBlack3.obj,8,10,3,SQ,Blacky75,black;new
