width,length,type,region,model,height-min,height-max,stories,shape,library,tags

# Generic United Kingdom Library

8.5,11.00,residential,,objects/houses/EU/GB/RES_8.5x11.0_UK_OLD_1.obj,,,2,SQ,W2XP,Black;Old
8.5,11.00,residential,,objects/houses/EU/GB/RES_8.5x11.0_UK_OLD_2.obj,,,2,SQ,W2XP,Black;Old

13.77,10.10,residential,,objects/houses/EU/GB/RES_13.77x10.10_UK_OLD_1.obj,,,2,SQ,W2XP,Black;Old
13.77,10.10,residential,,objects/houses/EU/GB/RES_13.77x10.10_UK_OLD_2.obj,,,2,SQ,W2XP,Black;Old
13.77,10.10,residential,,objects/houses/EU/GB/RES_13.77x10.10_UK_OLD_3.obj,,,2,SQ,W2XP,Black;Old
13.77,10.10,residential,,objects/houses/EU/IE/PUB_13.77x10.10_2_IE.obj,,,2,SQ,W2XP,Black


12.00,8.00,residential,,objects/houses/EU/GB/RES_12x8.0_UK_OLD_1.obj,,,2,SQ,W2XP,Black;Old
12.00,8.00,residential,,objects/houses/EU/GB/RES_12x8.0_UK_OLD_2.obj,,,2,SQ,W2XP,Black;Old
12.00,8.00,residential,,objects/houses/EU/GB/RES_12x8.0_UK_OLD_3.obj,,,2,SQ,W2XP,Black;Old


7.00,6.00,residential,,objects/houses/EU/GB/RES_7.0x6.0_UK_OLD_1.obj,,,2,SQ,W2XP,Black;Old
7.00,6.00,residential,,objects/houses/EU/GB/RES_7.0x6.0_UK_OLD_2.obj,,,2,SQ,W2XP,Black;Old
7.00,6.00,residential,,objects/houses/EU/GB/RES_7.0x6.0_UK_OLD_3.obj,,,2,SQ,W2XP,Black;Old


17.00,6.00,residential,,objects/houses/EU/GB/RES_17.0x6.0_UK_1.obj,,,2,SQ,W2XP,Black
18.00,6.00,residential,,objects/houses/EU/GB/RES_18.0x6.0_UK_1.obj,,,2,SQ,W2XP,Black
20.00,6.00,residential,,objects/houses/EU/GB/RES_20.0x6.0_UK_1.obj,,,2,SQ,W2XP,Black

12.00,7.00,residential,,objects/houses/EU/GB/RES_12.0x7.0_UK_1.obj,,,2,SQ,W2XP,Black
12.00,7.00,residential,,objects/houses/EU/GB/RES_12.0x7.0_UK_2.obj,,,2,SQ,W2XP,Black
12.00,7.00,residential,,objects/houses/EU/GB/RES_12.0x7.0_UK_3.obj,,,2,SQ,W2XP,Black

10.00,6.00,residential,,objects/houses/EU/GB/RES_10.0x6.0_UK_1.obj,,,2,SQ,W2XP,Black
10.00,6.00,residential,,objects/houses/EU/GB/RES_10.0x6.0_UK_2.obj,,,2,SQ,W2XP,Black
10.00,6.00,residential,,objects/houses/EU/GB/RES_10.0x6.0_UK_3.obj,,,2,SQ,W2XP,Black


12.00,6.00,residential,,objects/houses/EU/GB/RES_12.0x6.0_UK_1.obj,,,2,SQ,W2XP,Black
12.00,6.00,residential,,objects/houses/EU/GB/RES_12.0x6.0_UK_2.obj,,,2,SQ,W2XP,Black
12.00,6.00,residential,,objects/houses/EU/GB/RES_12.0x6.0_UK_3.obj,,,2,SQ,W2XP,Black

# Large Agricultural
46.00,33.00,residential,,objects/houses/EU/GB/RES_FARM_46.00x33.obj,,,2,SQ,W2XP,Black
48.40,32.50,residential,,objects/houses/EU/GB/RES_48.4x32.50.obj,,,2,SQ,W2XP,Black
47.00,34.00,residential,,objects/houses/EU/GB/RES_47.00x34.00.obj,,,2,SQ,W2XP,Black
27.50,51.00,residential,,objects/houses/EU/GB/RES_27.5x51.0.obj,,,2,SQ,W2XP,Black



6.4,6.9,residential,,objects/houses/EU/GB/edwardian/RES_6.4x6.9_1.obj,,,2,SQ,W2XP,Red
6.2,8.6,residential,,objects/houses/EU/GB/edwardian/RES_6.2x8.6_1.obj,,,2,SQ,W2XP,Red
5.0,10.0,residential,,objects/houses/EU/GB/edwardian/RES_5.0x10.0_1.obj,,,2,SQ,W2XP,Red
5.0,9.0,residential,,objects/houses/EU/GB/edwardian/RES_5.0x9.0_1.obj,,,2,SQ,W2XP,Red










